fragment;ai
rec501_20140225_09.17.03(210-225).csv;85.0
rec501_20140225_09.17.03(225-240).csv;85.0
rec501_20140225_09.17.03(240-255).csv;85.0
rec501_20140225_09.17.03(255-270).csv;85.0
rec501_20140225_09.17.03(270-285).csv;85.0
rec501_20140225_09.17.03(285-300).csv;85.0
rec501_20140225_09.17.03(30-45).csv;97.0
rec501_20140225_09.17.03(45-60).csv;97.0
rec501_20140225_09.17.03(60-75).csv;97.0
rec501_20140225_09.17.03(75-90).csv;97.0
rec501_20140225_09.17.03(90-105).csv;97.0
rec501_20140225_09.17.03(300-315).csv;85.0
rec501_20140225_09.17.03(315-330).csv;85.0
rec501_20140225_09.17.03(330-345).csv;85.0
rec501_20140225_09.17.03(345-360).csv;82.0
rec501_20140225_09.17.03(360-375).csv;70.0
rec501_20140225_09.17.03(375-390).csv;70.0
rec501_20140225_09.17.03(390-405).csv;70.0
rec501_20140225_09.17.03(405-420).csv;66.0
rec501_20140225_09.17.03(420-435).csv;50.0
rec501_20140225_09.17.03(435-450).csv;50.0
rec501_20140225_09.17.03(450-465).csv;50.0
rec501_20140225_09.17.03(465-480).csv;50.0
rec501_20140225_09.17.03(480-495).csv;50.0
rec501_20140225_09.17.03(495-510).csv;50.0
rec501_20140225_09.17.03(510-525).csv;50.0
rec501_20140225_09.17.03(525-540).csv;50.0
rec501_20140225_09.17.03(540-555).csv;50.0
rec501_20140225_09.17.03(555-570).csv;50.0
rec501_20140225_09.17.03(570-585).csv;50.0
rec501_20140225_09.17.03(585-600).csv;50.0
rec501_20140225_09.17.03(600-615).csv;50.0
rec501_20140225_09.17.03(615-630).csv;50.0
rec501_20140225_09.17.03(630-645).csv;50.0
rec501_20140225_09.17.03(645-660).csv;50.0
rec501_20140225_09.17.03(660-675).csv;50.0
rec501_20140225_09.17.03(675-690).csv;50.0
rec501_20140225_09.17.03(690-705).csv;50.0
rec501_20140225_09.17.03(705-720).csv;50.0
rec501_20140225_09.17.03(720-735).csv;50.0
rec501_20140225_09.17.03(735-750).csv;50.0
rec501_20140225_09.17.03(750-765).csv;50.0
rec501_20140225_09.17.03(765-780).csv;50.0
rec501_20140225_09.17.03(780-795).csv;50.0
rec501_20140225_09.17.03(795-810).csv;50.0
rec501_20140225_09.17.03(810-825).csv;50.0
rec501_20140225_09.17.03(825-840).csv;50.0
rec501_20140225_09.17.03(840-855).csv;50.0
rec501_20140225_09.17.03(855-870).csv;50.0
rec504_20140227_13.11.00(0-15).csv;None
rec504_20140227_13.11.00(105-120).csv;None
rec504_20140227_13.11.00(120-135).csv;None
rec504_20140227_13.11.00(135-150).csv;None
rec504_20140227_13.11.00(15-30).csv;None
rec504_20140227_13.11.00(150-165).csv;None
rec504_20140227_13.11.00(165-180).csv;None
rec504_20140227_13.11.00(180-195).csv;None
rec504_20140227_13.11.00(195-210).csv;None
rec504_20140227_13.11.00(210-225).csv;None
rec504_20140227_13.11.00(225-240).csv;None
rec504_20140227_13.11.00(240-255).csv;None
rec504_20140227_13.11.00(255-270).csv;None
rec504_20140227_13.11.00(270-285).csv;None
rec504_20140227_13.11.00(285-300).csv;None
rec504_20140227_13.11.00(30-45).csv;None
rec504_20140227_13.11.00(45-60).csv;None
rec504_20140227_13.11.00(60-75).csv;None
rec504_20140227_13.11.00(75-90).csv;None
rec504_20140227_13.11.00(90-105).csv;None
rec504_20140227_13.11.00(300-315).csv;None
rec504_20140227_13.11.00(315-330).csv;None
rec504_20140227_13.11.00(330-345).csv;None
rec504_20140227_13.11.00(345-360).csv;None
rec504_20140227_13.11.00(360-375).csv;None
rec504_20140227_13.11.00(375-390).csv;None
rec504_20140227_13.11.00(390-405).csv;None
rec504_20140227_13.11.00(405-420).csv;None
rec504_20140227_13.11.00(420-435).csv;85.0
rec504_20140227_13.11.00(435-450).csv;85.0
rec504_20140227_13.11.00(450-465).csv;85.0
rec504_20140227_13.11.00(465-480).csv;85.0
rec504_20140227_13.11.00(480-495).csv;85.0
rec504_20140227_13.11.00(495-510).csv;85.0
rec504_20140227_13.11.00(510-525).csv;85.0
rec504_20140227_13.11.00(525-540).csv;85.0
rec504_20140227_13.11.00(540-555).csv;85.0
rec504_20140227_13.11.00(555-570).csv;85.0
rec504_20140227_13.11.00(570-585).csv;85.0
rec504_20140227_13.11.00(585-600).csv;85.0
rec504_20140227_13.11.00(600-615).csv;70.0
rec504_20140227_13.11.00(615-630).csv;70.0
rec504_20140227_13.11.00(630-645).csv;70.0
rec504_20140227_13.11.00(645-660).csv;70.0
rec504_20140227_13.11.00(660-675).csv;70.0
rec504_20140227_13.11.00(675-690).csv;70.0
rec504_20140227_13.11.00(690-705).csv;70.0
rec504_20140227_13.11.00(705-720).csv;70.0
rec504_20140227_13.11.00(720-735).csv;70.0
rec504_20140227_13.11.00(735-750).csv;70.0
rec504_20140227_13.11.00(750-765).csv;70.0
rec504_20140227_13.11.00(765-780).csv;70.0
rec504_20140227_13.11.00(780-795).csv;50.0
rec504_20140227_13.11.00(795-810).csv;50.0
rec504_20140227_13.11.00(810-825).csv;50.0
rec504_20140227_13.11.00(825-840).csv;50.0
rec504_20140227_13.11.00(840-855).csv;50.0
rec504_20140227_13.11.00(855-870).csv;50.0
rec504_20140227_13.11.00(870-885).csv;50.0
rec504_20140227_13.11.00(885-900).csv;50.0
rec504_20140227_13.11.00(900-915).csv;50.0
rec504_20140227_13.11.00(1005-1020).csv;50.0
rec504_20140227_13.11.00(1020-1035).csv;50.0
rec504_20140227_13.11.00(1035-1050).csv;50.0
rec504_20140227_13.11.00(1050-1065).csv;50.0
rec504_20140227_13.11.00(1065-1080).csv;50.0
rec504_20140227_13.11.00(1080-1095).csv;50.0
rec504_20140227_13.11.00(1095-1110).csv;50.0
rec504_20140227_13.11.00(1110-1125).csv;50.0
rec504_20140227_13.11.00(1125-1140).csv;50.0
rec504_20140227_13.11.00(1140-1155).csv;50.0
rec504_20140227_13.11.00(1155-1170).csv;50.0
rec504_20140227_13.11.00(1170-1185).csv;50.0
rec504_20140227_13.11.00(1185-1200).csv;50.0
rec504_20140227_13.11.00(1200-1215).csv;50.0
rec504_20140227_13.11.00(915-930).csv;50.0
rec504_20140227_13.11.00(930-945).csv;50.0
rec504_20140227_13.11.00(945-960).csv;50.0
rec504_20140227_13.11.00(960-975).csv;50.0
rec504_20140227_13.11.00(975-990).csv;50.0
rec504_20140227_13.11.00(990-1005).csv;50.0
rec504_20140227_13.11.00(1215-1230).csv;50.0
rec504_20140227_13.11.00(1230-1245).csv;50.0
rec504_20140227_13.11.00(1245-1260).csv;50.0
rec504_20140227_13.11.00(1260-1275).csv;50.0
rec504_20140227_13.11.00(1275-1290).csv;50.0
rec504_20140227_13.11.00(1290-1305).csv;50.0
rec504_20140227_13.11.00(1305-1320).csv;50.0
rec504_20140227_13.11.00(1320-1335).csv;50.0
rec504_20140227_13.11.00(1335-1350).csv;50.0
rec504_20140227_13.11.00(1350-1365).csv;50.0
rec504_20140227_13.11.00(1365-1380).csv;50.0
rec504_20140227_13.11.00(1380-1395).csv;50.0
rec504_20140227_13.11.00(1395-1410).csv;50.0
rec504_20140227_13.11.00(1410-1425).csv;50.0
rec504_20140227_13.11.00(1425-1440).csv;50.0
rec504_20140227_13.11.00(1440-1455).csv;50.0
rec504_20140227_13.11.00(1455-1470).csv;50.0
rec504_20140227_13.11.00(1470-1485).csv;50.0
rec504_20140227_13.11.00(1485-1500).csv;50.0
rec504_20140227_13.11.00(1500-1515).csv;50.0
rec504_20140227_13.11.00(1515-1530).csv;50.0
rec504_20140227_13.11.00(1530-1545).csv;50.0
rec504_20140227_13.11.00(1545-1560).csv;50.0
rec504_20140227_13.11.00(1560-1575).csv;50.0
rec504_20140227_13.11.00(1575-1590).csv;50.0
rec504_20140227_13.11.00(1590-1605).csv;50.0
rec504_20140227_13.11.00(1605-1620).csv;50.0
rec504_20140227_13.11.00(1620-1635).csv;50.0
rec504_20140227_13.11.00(1635-1650).csv;50.0
rec504_20140227_13.11.00(1650-1665).csv;50.0
rec504_20140227_13.11.00(1665-1680).csv;50.0
rec504_20140227_13.11.00(1680-1695).csv;50.0
rec504_20140227_13.11.00(1695-1710).csv;50.0
rec504_20140227_13.11.00(1710-1725).csv;50.0
rec504_20140227_13.11.00(1725-1740).csv;50.0
rec504_20140227_13.11.00(1740-1755).csv;50.0
rec504_20140227_13.11.00(1755-1770).csv;50.0
rec504_20140227_13.11.00(1770-1785).csv;50.0
rec504_20140227_13.11.00(1785-1800).csv;50.0
rec504_20140227_13.11.00(1800-1815).csv;50.0
rec504_20140227_13.11.00(1815-1830).csv;50.0
rec504_20140227_13.11.00(1830-1845).csv;50.0
rec504_20140227_13.11.00(1845-1860).csv;50.0
rec504_20140227_13.11.00(1860-1875).csv;50.0
rec504_20140227_13.11.00(1875-1890).csv;50.0
rec504_20140227_13.11.00(1890-1905).csv;50.0
rec504_20140227_13.11.00(1905-1920).csv;50.0
rec504_20140227_13.11.00(1920-1935).csv;50.0
rec504_20140227_13.11.00(1935-1950).csv;50.0
rec504_20140227_13.11.00(1950-1965).csv;50.0
rec504_20140227_13.11.00(1965-1980).csv;50.0
rec504_20140227_13.11.00(1980-1995).csv;50.0
rec504_20140227_13.11.00(1995-2010).csv;50.0
rec504_20140227_13.11.00(2010-2025).csv;50.0
rec504_20140227_13.11.00(2025-2040).csv;50.0
rec504_20140227_13.11.00(2040-2055).csv;50.0
rec504_20140227_13.11.00(2055-2070).csv;50.0
rec504_20140227_13.11.00(2070-2085).csv;50.0
rec504_20140227_13.11.00(2085-2100).csv;50.0
rec504_20140227_13.11.00(2100-2115).csv;50.0
rec504_20140227_13.11.00(2115-2130).csv;50.0
rec504_20140227_13.11.00(2130-2145).csv;50.0
rec504_20140227_13.11.00(2145-2160).csv;50.0
rec504_20140227_13.11.00(2160-2175).csv;50.0
rec504_20140227_13.11.00(2175-2190).csv;50.0
rec504_20140227_13.11.00(2190-2205).csv;50.0
rec504_20140227_13.11.00(2205-2220).csv;50.0
rec504_20140227_13.11.00(2220-2235).csv;50.0
rec504_20140227_13.11.00(2235-2250).csv;50.0
rec504_20140227_13.11.00(2250-2265).csv;50.0
rec504_20140227_13.11.00(2265-2280).csv;50.0
rec504_20140227_13.11.00(2280-2295).csv;50.0
rec504_20140227_13.11.00(2295-2310).csv;50.0
rec504_20140227_13.11.00(2310-2325).csv;50.0
rec504_20140227_13.11.00(2325-2340).csv;50.0
rec504_20140227_13.11.00(2340-2355).csv;50.0
rec504_20140227_13.11.00(2355-2370).csv;50.0
rec504_20140227_13.11.00(2370-2385).csv;50.0
rec504_20140227_13.11.00(2385-2400).csv;50.0
rec504_20140227_13.11.00(2400-2415).csv;50.0
rec504_20140227_13.11.00(2415-2430).csv;50.0
rec504_20140227_13.11.00(2430-2445).csv;50.0
rec504_20140227_13.11.00(2445-2460).csv;50.0
rec504_20140227_13.11.00(2460-2475).csv;50.0
rec504_20140227_13.11.00(2475-2490).csv;50.0
rec504_20140227_13.11.00(2490-2505).csv;50.0
rec504_20140227_13.11.00(2505-2520).csv;50.0
rec504_20140227_13.11.00(2520-2535).csv;50.0
rec504_20140227_13.11.00(2535-2550).csv;50.0
rec504_20140227_13.11.00(2550-2565).csv;50.0
rec504_20140227_13.11.00(2565-2580).csv;50.0
rec504_20140227_13.11.00(2580-2595).csv;50.0
rec504_20140227_13.11.00(2595-2610).csv;50.0
rec504_20140227_13.11.00(2610-2625).csv;50.0
rec504_20140227_13.11.00(2625-2640).csv;50.0
rec504_20140227_13.11.00(2640-2655).csv;50.0
rec504_20140227_13.11.00(2655-2670).csv;50.0
rec504_20140227_13.11.00(2670-2685).csv;50.0
rec504_20140227_13.11.00(2685-2700).csv;50.0
rec504_20140227_13.11.00(2700-2715).csv;50.0
rec504_20140227_13.11.00(2715-2730).csv;50.0
rec504_20140227_13.11.00(2730-2745).csv;50.0
rec504_20140227_13.11.00(2745-2760).csv;50.0
rec504_20140227_13.11.00(2760-2775).csv;50.0
rec504_20140227_13.11.00(2775-2790).csv;50.0
rec504_20140227_13.11.00(2790-2805).csv;50.0
rec504_20140227_13.11.00(2805-2820).csv;50.0
rec504_20140227_13.11.00(2820-2835).csv;50.0
rec504_20140227_13.11.00(2835-2850).csv;50.0
rec504_20140227_13.11.00(2850-2865).csv;50.0
rec504_20140227_13.11.00(2865-2880).csv;50.0
rec504_20140227_13.11.00(2880-2895).csv;50.0
rec504_20140227_13.11.00(2895-2910).csv;50.0
rec504_20140227_13.11.00(2910-2925).csv;50.0
rec504_20140227_13.11.00(2925-2940).csv;50.0
rec504_20140227_13.11.00(2940-2955).csv;50.0
rec504_20140227_13.11.00(2955-2970).csv;50.0
rec504_20140227_13.11.00(2970-2985).csv;50.0
rec504_20140227_13.11.00(2985-3000).csv;50.0
rec504_20140227_13.11.00(3000-3015).csv;50.0
rec504_20140227_13.11.00(3015-3030).csv;50.0
rec504_20140227_13.11.00(3030-3045).csv;50.0
rec504_20140227_13.11.00(3045-3060).csv;50.0
rec504_20140227_13.11.00(3060-3075).csv;50.0
rec504_20140227_13.11.00(3075-3090).csv;50.0
rec504_20140227_13.11.00(3090-3105).csv;50.0
rec504_20140227_13.11.00(3105-3120).csv;50.0
rec504_20140227_13.11.00(3120-3135).csv;50.0
rec504_20140227_13.11.00(3135-3150).csv;50.0
rec504_20140227_13.11.00(3150-3165).csv;50.0
rec504_20140227_13.11.00(3165-3180).csv;50.0
rec504_20140227_13.11.00(3180-3195).csv;50.0
rec504_20140227_13.11.00(3195-3210).csv;50.0
rec504_20140227_13.11.00(3210-3225).csv;50.0
rec504_20140227_13.11.00(3225-3240).csv;50.0
rec504_20140227_13.11.00(3240-3255).csv;50.0
rec504_20140227_13.11.00(3255-3270).csv;50.0
rec504_20140227_13.11.00(3270-3285).csv;50.0
rec504_20140227_13.11.00(3285-3300).csv;50.0
rec504_20140227_13.11.00(3300-3315).csv;50.0
rec504_20140227_13.11.00(3315-3330).csv;50.0
rec504_20140227_13.11.00(3330-3345).csv;50.0
rec504_20140227_13.11.00(3345-3360).csv;50.0
rec504_20140227_13.11.00(3360-3375).csv;50.0
rec504_20140227_13.11.00(3375-3390).csv;50.0
rec504_20140227_13.11.00(3390-3405).csv;50.0
rec504_20140227_13.11.00(3405-3420).csv;50.0
rec504_20140227_13.11.00(3420-3435).csv;50.0
rec504_20140227_13.11.00(3435-3450).csv;50.0
rec504_20140227_13.11.00(3450-3465).csv;50.0
rec504_20140227_13.11.00(3465-3480).csv;50.0
rec504_20140227_13.11.00(3480-3495).csv;50.0
rec504_20140227_13.11.00(3495-3510).csv;50.0
rec504_20140227_13.11.00(3510-3525).csv;50.0
rec504_20140227_13.11.00(3525-3540).csv;50.0
rec504_20140227_13.11.00(3540-3555).csv;50.0
rec504_20140227_13.11.00(3555-3570).csv;50.0
rec504_20140227_13.11.00(3570-3585).csv;50.0
rec504_20140227_13.11.00(3585-3600).csv;50.0
rec504_20140227_13.11.00(3600-3615).csv;50.0
rec504_20140227_13.11.00(3615-3630).csv;50.0
rec504_20140227_13.11.00(3630-3645).csv;50.0
rec504_20140227_13.11.00(3645-3660).csv;50.0
rec504_20140227_13.11.00(3660-3675).csv;50.0
rec504_20140227_13.11.00(3675-3690).csv;50.0
rec504_20140227_13.11.00(3690-3705).csv;50.0
rec504_20140227_13.11.00(3705-3720).csv;50.0
rec504_20140227_13.11.00(3720-3735).csv;50.0
rec504_20140227_13.11.00(3735-3750).csv;50.0
rec504_20140227_13.11.00(3750-3765).csv;50.0
rec504_20140227_13.11.00(3765-3780).csv;50.0
rec504_20140227_13.11.00(3780-3795).csv;50.0
rec504_20140227_13.11.00(3795-3810).csv;50.0
rec504_20140227_13.11.00(3810-3825).csv;50.0
rec504_20140227_13.11.00(3825-3840).csv;50.0
rec504_20140227_13.11.00(3840-3855).csv;50.0
rec504_20140227_13.11.00(3855-3870).csv;50.0
rec504_20140227_13.11.00(3870-3885).csv;50.0
rec504_20140227_13.11.00(3885-3900).csv;50.0
rec504_20140227_13.11.00(3900-3915).csv;50.0
rec504_20140227_13.11.00(3915-3930).csv;50.0
rec504_20140227_13.11.00(3930-3945).csv;50.0
rec504_20140227_13.11.00(3945-3960).csv;50.0
rec504_20140227_13.11.00(3960-3975).csv;50.0
rec504_20140227_13.11.00(3975-3990).csv;50.0
rec504_20140227_13.11.00(3990-4005).csv;50.0
rec504_20140227_13.11.00(4005-4020).csv;50.0
rec504_20140227_13.11.00(4020-4035).csv;50.0
rec504_20140227_13.11.00(4035-4050).csv;50.0
rec504_20140227_13.11.00(4050-4065).csv;50.0
rec504_20140227_13.11.00(4065-4080).csv;50.0
rec504_20140227_13.11.00(4080-4095).csv;50.0
rec504_20140227_13.11.00(4095-4110).csv;50.0
rec504_20140227_13.11.00(4110-4125).csv;50.0
rec504_20140227_13.11.00(4125-4140).csv;50.0
rec504_20140227_13.11.00(4140-4155).csv;50.0
rec504_20140227_13.11.00(4155-4170).csv;50.0
rec504_20140227_13.11.00(4170-4185).csv;50.0
rec504_20140227_13.11.00(4185-4200).csv;50.0
rec504_20140227_13.11.00(4200-4215).csv;50.0
rec504_20140227_13.11.00(4215-4230).csv;50.0
rec504_20140227_13.11.00(4230-4245).csv;50.0
rec504_20140227_13.11.00(4245-4260).csv;50.0
rec504_20140227_13.11.00(4260-4275).csv;50.0
rec504_20140227_13.11.00(4275-4290).csv;50.0
rec504_20140227_13.11.00(4290-4305).csv;50.0
rec504_20140227_13.11.00(4305-4320).csv;50.0
rec504_20140227_13.11.00(4320-4335).csv;50.0
rec504_20140227_13.11.00(4335-4350).csv;50.0
rec504_20140227_13.11.00(4350-4365).csv;50.0
rec504_20140227_13.11.00(4365-4380).csv;50.0
rec504_20140227_13.11.00(4380-4395).csv;50.0
rec504_20140227_13.11.00(4395-4410).csv;50.0
rec504_20140227_13.11.00(4410-4425).csv;50.0
rec504_20140227_13.11.00(4425-4440).csv;50.0
rec504_20140227_13.11.00(4440-4455).csv;70.0
rec504_20140227_13.11.00(4455-4470).csv;70.0
rec504_20140227_13.11.00(4470-4485).csv;70.0
rec504_20140227_13.11.00(4485-4500).csv;70.0
rec504_20140227_13.11.00(4500-4515).csv;70.0
rec504_20140227_13.11.00(4515-4530).csv;70.0
rec504_20140227_13.11.00(4530-4545).csv;70.0
rec504_20140227_13.11.00(4545-4560).csv;70.0
rec504_20140227_13.11.00(4560-4575).csv;70.0
rec504_20140227_13.11.00(4575-4590).csv;70.0
rec504_20140227_13.11.00(4590-4605).csv;70.0
rec504_20140227_13.11.00(4605-4620).csv;70.0
rec504_20140227_13.11.00(4620-4635).csv;70.0
rec504_20140227_13.11.00(4635-4650).csv;70.0
rec504_20140227_13.11.00(4650-4665).csv;70.0
rec504_20140227_13.11.00(4665-4680).csv;70.0
rec504_20140227_13.11.00(4680-4695).csv;70.0
rec504_20140227_13.11.00(4695-4710).csv;70.0
rec504_20140227_13.11.00(4710-4725).csv;70.0
rec504_20140227_13.11.00(4725-4740).csv;70.0
rec504_20140227_13.11.00(4740-4755).csv;70.0
rec504_20140227_13.11.00(4755-4770).csv;70.0
rec504_20140227_13.11.00(4770-4785).csv;70.0
rec504_20140227_13.11.00(4785-4800).csv;70.0
rec504_20140227_13.11.00(4800-4815).csv;70.0
rec504_20140227_13.11.00(4815-4830).csv;70.0
rec504_20140227_13.11.00(4830-4845).csv;70.0
rec504_20140227_13.11.00(4845-4860).csv;70.0
rec504_20140227_13.11.00(4860-4875).csv;70.0
rec504_20140227_13.11.00(4875-4890).csv;70.0
rec504_20140227_13.11.00(4890-4905).csv;70.0
rec504_20140227_13.11.00(4905-4920).csv;70.0
rec504_20140227_13.11.00(4920-4935).csv;70.0
rec504_20140227_13.11.00(4935-4950).csv;70.0
rec504_20140227_13.11.00(4950-4965).csv;70.0
rec504_20140227_13.11.00(4965-4980).csv;70.0
rec504_20140227_13.11.00(4980-4995).csv;70.0
rec504_20140227_13.11.00(4995-5010).csv;70.0
rec504_20140227_13.11.00(5010-5025).csv;70.0
rec504_20140227_13.11.00(5025-5040).csv;70.0
rec504_20140227_13.11.00(5040-5055).csv;70.0
rec504_20140227_13.11.00(5055-5070).csv;70.0
rec504_20140227_13.11.00(5070-5085).csv;70.0
rec504_20140227_13.11.00(5085-5100).csv;70.0
rec504_20140227_13.11.00(5100-5115).csv;70.0
rec504_20140227_13.11.00(5115-5130).csv;70.0
rec504_20140227_13.11.00(5130-5145).csv;70.0
rec504_20140227_13.11.00(5145-5160).csv;70.0
rec504_20140227_13.11.00(5160-5175).csv;70.0
rec504_20140227_13.11.00(5175-5190).csv;70.0
rec504_20140227_13.11.00(5190-5205).csv;70.0
rec504_20140227_13.11.00(5205-5220).csv;70.0
rec504_20140227_13.11.00(5220-5235).csv;70.0
rec504_20140227_13.11.00(5235-5250).csv;70.0
rec504_20140227_13.11.00(5250-5265).csv;70.0
rec504_20140227_13.11.00(5265-5280).csv;70.0
rec504_20140227_13.11.00(5280-5295).csv;70.0
rec504_20140227_13.11.00(5295-5310).csv;70.0
rec504_20140227_13.11.00(5310-5325).csv;70.0
rec504_20140227_13.11.00(5325-5340).csv;70.0
rec504_20140227_13.11.00(5340-5355).csv;70.0
rec504_20140227_13.11.00(5355-5370).csv;70.0
rec504_20140227_13.11.00(5370-5385).csv;70.0
rec504_20140227_13.11.00(5385-5400).csv;70.0
rec504_20140227_13.11.00(5400-5415).csv;70.0
rec504_20140227_13.11.00(5415-5430).csv;70.0
rec504_20140227_13.11.00(5430-5445).csv;70.0
rec504_20140227_13.11.00(5445-5460).csv;70.0
rec504_20140227_13.11.00(5460-5475).csv;70.0
rec504_20140227_13.11.00(5475-5490).csv;70.0
rec504_20140227_13.11.00(5490-5505).csv;70.0
rec504_20140227_13.11.00(5505-5520).csv;70.0
rec504_20140227_13.11.00(5520-5535).csv;70.0
rec504_20140227_13.11.00(5535-5550).csv;70.0
rec504_20140227_13.11.00(5550-5565).csv;70.0
rec504_20140227_13.11.00(5565-5580).csv;70.0
rec504_20140227_13.11.00(5580-5595).csv;85.0
rec504_20140227_13.11.00(5595-5610).csv;85.0
rec504_20140227_13.11.00(5610-5625).csv;85.0
rec504_20140227_13.11.00(5625-5640).csv;85.0
rec504_20140227_13.11.00(5640-5655).csv;85.0
rec504_20140227_13.11.00(5655-5670).csv;85.0
rec504_20140227_13.11.00(5670-5685).csv;85.0
rec504_20140227_13.11.00(5685-5700).csv;85.0
rec504_20140227_13.11.00(5700-5715).csv;85.0
rec504_20140227_13.11.00(5715-5730).csv;85.0
rec504_20140227_13.11.00(5730-5745).csv;85.0
rec504_20140227_13.11.00(5745-5760).csv;85.0
rec504_20140227_13.11.00(5760-5775).csv;85.0
rec504_20140227_13.11.00(5775-5790).csv;85.0
rec504_20140227_13.11.00(5790-5805).csv;85.0
rec504_20140227_13.11.00(5805-5820).csv;85.0
rec504_20140227_13.11.00(5820-5835).csv;85.0
rec504_20140227_13.11.00(5835-5850).csv;85.0
rec504_20140227_13.11.00(5850-5865).csv;85.0
rec504_20140227_13.11.00(5865-5880).csv;85.0
rec504_20140227_13.11.00(5880-5895).csv;85.0
rec504_20140227_13.11.00(5895-5910).csv;85.0
rec504_20140227_13.11.00(5910-5925).csv;85.0
rec504_20140227_13.11.00(5925-5940).csv;85.0
rec504_20140227_13.11.00(5940-5955).csv;85.0
rec504_20140227_13.11.00(5955-5970).csv;85.0
rec504_20140227_13.11.00(5970-5985).csv;85.0
rec504_20140227_13.11.00(5985-6000).csv;85.0
rec504_20140227_13.11.00(6000-6015).csv;85.0
rec504_20140227_13.11.00(6015-6030).csv;85.0
rec504_20140227_13.11.00(6030-6045).csv;85.0
rec504_20140227_13.11.00(6045-6060).csv;85.0
rec504_20140227_13.11.00(6060-6075).csv;85.0
rec504_20140227_13.11.00(6075-6090).csv;85.0
rec504_20140227_13.11.00(6090-6105).csv;85.0
rec504_20140227_13.11.00(6105-6120).csv;85.0
rec504_20140227_13.11.00(6120-6135).csv;85.0
rec504_20140227_13.11.00(6135-6150).csv;85.0
rec504_20140227_13.11.00(6150-6165).csv;85.0
rec505_20140228_09.23.28(0-15).csv;None
rec505_20140228_09.23.28(105-120).csv;97.0
rec505_20140228_09.23.28(120-135).csv;97.0
rec505_20140228_09.23.28(135-150).csv;97.0
rec505_20140228_09.23.28(15-30).csv;None
rec505_20140228_09.23.28(150-165).csv;97.0
rec505_20140228_09.23.28(165-180).csv;97.0
rec505_20140228_09.23.28(180-195).csv;97.0
rec505_20140228_09.23.28(195-210).csv;97.0
rec505_20140228_09.23.28(210-225).csv;97.0
rec505_20140228_09.23.28(225-240).csv;97.0
rec505_20140228_09.23.28(240-255).csv;97.0
rec505_20140228_09.23.28(255-270).csv;97.0
rec505_20140228_09.23.28(270-285).csv;97.0
rec505_20140228_09.23.28(285-300).csv;97.0
rec505_20140228_09.23.28(30-45).csv;None
rec505_20140228_09.23.28(300-315).csv;97.0
rec505_20140228_09.23.28(45-60).csv;97.0
rec505_20140228_09.23.28(60-75).csv;97.0
rec505_20140228_09.23.28(75-90).csv;97.0
rec505_20140228_09.23.28(90-105).csv;97.0
rec505_20140228_09.23.28(315-330).csv;97.0
rec505_20140228_09.23.28(330-345).csv;97.0
rec505_20140228_09.23.28(345-360).csv;97.0
rec505_20140228_09.23.28(360-375).csv;97.0
rec505_20140228_09.23.28(375-390).csv;97.0
rec505_20140228_09.23.28(390-405).csv;97.0
rec505_20140228_09.23.28(405-420).csv;97.0
rec505_20140228_09.23.28(420-435).csv;97.0
rec505_20140228_09.23.28(435-450).csv;97.0
rec505_20140228_09.23.28(450-465).csv;97.0
rec505_20140228_09.23.28(465-480).csv;97.0
rec505_20140228_09.23.28(480-495).csv;97.0
rec505_20140228_09.23.28(495-510).csv;97.0
rec505_20140228_09.23.28(510-525).csv;86.6
rec505_20140228_09.23.28(525-540).csv;85.0
rec505_20140228_09.23.28(540-555).csv;85.0
rec505_20140228_09.23.28(555-570).csv;85.0
rec505_20140228_09.23.28(570-585).csv;85.0
rec505_20140228_09.23.28(585-600).csv;85.0
rec505_20140228_09.23.28(600-615).csv;85.0
rec505_20140228_09.23.28(615-630).csv;85.0
rec505_20140228_09.23.28(630-645).csv;85.0
rec505_20140228_09.23.28(645-660).csv;85.0
rec505_20140228_09.23.28(660-675).csv;85.0
rec505_20140228_09.23.28(675-690).csv;85.0
rec505_20140228_09.23.28(690-705).csv;54.666666666666664
rec505_20140228_09.23.28(705-720).csv;50.0
rec505_20140228_09.23.28(720-735).csv;50.0
rec505_20140228_09.23.28(735-750).csv;50.0
rec505_20140228_09.23.28(750-765).csv;50.0
rec505_20140228_09.23.28(765-780).csv;50.0
rec505_20140228_09.23.28(780-795).csv;50.0
rec505_20140228_09.23.28(795-810).csv;50.0
rec505_20140228_09.23.28(810-825).csv;None
rec505_20140228_09.23.28(825-840).csv;None
rec505_20140228_09.23.28(840-855).csv;None
rec505_20140228_09.23.28(855-870).csv;None
rec505_20140228_09.23.28(870-885).csv;None
rec505_20140228_09.23.28(885-900).csv;None
rec505_20140228_09.23.28(900-915).csv;None
rec505_20140228_09.23.28(1005-1020).csv;None
rec505_20140228_09.23.28(915-930).csv;None
rec505_20140228_09.23.28(930-945).csv;None
rec505_20140228_09.23.28(945-960).csv;None
rec505_20140228_09.23.28(960-975).csv;None
rec505_20140228_09.23.28(975-990).csv;None
rec505_20140228_09.23.28(990-1005).csv;None
rec506_20140228_10.32.33(0-15).csv;None
rec506_20140228_10.32.33(105-120).csv;97.0
rec506_20140228_10.32.33(120-135).csv;97.0
rec506_20140228_10.32.33(135-150).csv;94.6
rec506_20140228_10.32.33(15-30).csv;None
rec506_20140228_10.32.33(150-165).csv;85.0
rec506_20140228_10.32.33(165-180).csv;85.0
